2024-02-22 10:58:54,327: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-22 10:58:55,211: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-02-22 10:58:55,211: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-22 10:58:55,212: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-02-22 10:58:55,212: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-22 10:58:55,213: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-22 10:58:55[0m
2024-02-22 10:58:55,213: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:55,221: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:56,067: root: INFO: [34mTrading iteration ended at 2024-02-22 10:58:56[0m
2024-02-22 10:58:56,076: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-22 10:58:56,076: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-02-22 10:58:56,076: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-02-22 10:58:56,077: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-22 10:58:56[0m
2024-02-22 10:58:56,077: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:56,079: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:56,497: root: INFO: [34mTrading iteration ended at 2024-02-22 10:58:56[0m
2024-02-22 10:58:56,503: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-22 10:58:56,504: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-02-22 10:58:56,504: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-02-22 10:58:56,505: root: INFO: [34mThe market is not currently open, skipping this trading iteration[0m
2024-02-22 10:58:56,507: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-22 10:58:56,508: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-22 10:58:56,508: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-22 10:58:56,508: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-02-22 10:58:56,511: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-22 10:58:56,512: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-02-22 10:58:56,512: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-22 10:58:56,512: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-22 10:58:56[0m
2024-02-22 10:58:56,513: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:56,517: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:57,638: root: INFO: [34mTrading iteration ended at 2024-02-22 10:58:57[0m
2024-02-22 10:58:57,661: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-22 10:58:57,662: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-02-22 10:58:57,663: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-02-22 10:58:57,664: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-22 10:58:57[0m
2024-02-22 10:58:57,665: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:57,669: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:58,271: root: INFO: [34mTrading iteration ended at 2024-02-22 10:58:58[0m
2024-02-22 10:58:58,338: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-22 10:58:58,361: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-02-22 10:58:58,361: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-02-22 10:58:58,363: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-22 10:58:58[0m
2024-02-22 10:58:58,366: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:58,373: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:59,300: root: INFO: [34mTrading iteration ended at 2024-02-22 10:58:59[0m
2024-02-22 10:58:59,307: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-22 10:58:59,308: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-02-22 10:58:59,308: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-02-22 10:58:59,309: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-22 10:58:59[0m
2024-02-22 10:58:59,310: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:59,311: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:59,676: root: INFO: [34mTrading iteration ended at 2024-02-22 10:58:59[0m
2024-02-22 10:58:59,679: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-22 10:58:59,681: root: INFO: Current backtesting datetime 2020-01-09 16:00:00-05:00
2024-02-22 10:58:59,681: root: INFO: Current backtesting datetime 2020-01-10 09:30:00-05:00
2024-02-22 10:58:59,683: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-22 10:58:59[0m
2024-02-22 10:58:59,684: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 10:58:59,686: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
